#{"t_start": 1672861120.216853, "env_id": null}
r,l,t
-1559.998371,162,0.492845
-2829.998252,290,1.341486
-2289.998239,237,2.035783
-2319.998432,239,2.734142
-2789.998744,285,3.581883
-3309.998428,337,4.56774
-2669.998221,274,5.369116
-2059.998042,213,5.993952
-1419.998384,149,6.431389
-799.998118,87,6.68677
-2669.997932,275,7.507071
