#{"t_start": 1672859716.3515542, "env_id": null}
r,l,t
-4929.998323,500,1.469079
-1799.998497,186,2.006889
-4269.99833,434,3.273791
-2349.998491,242,3.984571
-1459.998193,153,4.445106
